,address,quantity,percetages,value
337,0x0EE5aC28683dC1e18eD730ff50c728272E38d7a9,"1,036,267,075,897.497883277",0.0010,"$17,968.87"
338,0x4953c52Fa1FC1e1c114b693E1544EC8FD0b0146C,"1,030,936,762,181.533330801",0.0010,"$17,876.44"
339,0x4953c52Fa1FC1e1c114b693E1544EC8FD0b0146C,"1,030,936,762,181.533330801",0.0010,"$17,876.44"
340,0xC5D0FE4f8F3a5d16317f2Bca148691d2E8C2C156,"1,025,225,926,128.135400222",0.0010,"$17,777.42"
341,0xC5D0FE4f8F3a5d16317f2Bca148691d2E8C2C156,"1,025,225,926,128.135400222",0.0010,"$17,777.42"
342,0x7068F33817317767321059DA8669f46024A8DB2E,"1,013,800,000,000.00008891",0.0010,"$17,579.29"
343,0x7068F33817317767321059DA8669f46024A8DB2E,"1,013,800,000,000.00008891",0.0010,"$17,579.29"
344,0xe6bFb4958d00d3134D386efe8F4aDd47A1a7A039,"1,005,202,486,693.621256487",0.0010,"$17,430.21"
345,0xe6bFb4958d00d3134D386efe8F4aDd47A1a7A039,"1,005,202,486,693.621256487",0.0010,"$17,430.21"
346,0x883636D0cE32A2230Da3Af1DE37A988352438f5e,"1,003,147,129,253.850768264",0.0010,"$17,394.57"
347,0x883636D0cE32A2230Da3Af1DE37A988352438f5e,"1,003,147,129,253.850768264",0.0010,"$17,394.57"
348,0xB620c340434899eAe8652dB8bFab29aCf2134F16,"1,001,288,516,242.277933877",0.0010,"$17,362.34"
349,0xB620c340434899eAe8652dB8bFab29aCf2134F16,"1,001,288,516,242.277933877",0.0010,"$17,362.34"
350,0x78cadf267dEc16E0D44da572477357Fe47A6E048,"1,000,816,500,968.585520205",0.0010,"$17,354.16"
351,0x78cadf267dEc16E0D44da572477357Fe47A6E048,"1,000,816,500,968.585520205",0.0010,"$17,354.16"
352,0x1bF64D84c56aC6E8f52488124eb1E8e370d2108A,"1,000,540,405,431.196467156",0.0010,"$17,349.37"
353,0x1bF64D84c56aC6E8f52488124eb1E8e370d2108A,"1,000,540,405,431.196467156",0.0010,"$17,349.37"
354,0x5Da80f48D3CEfFEf43f5357823a01A400C3f6c85,"1,000,235,281,806.32234207",0.0010,"$17,344.08"
355,0x5Da80f48D3CEfFEf43f5357823a01A400C3f6c85,"1,000,235,281,806.32234207",0.0010,"$17,344.08"
356,0xe453D24F6A4077E5F9C90B779e01082b3736eD22,"1,000,033,743,182.708636797",0.0010,"$17,340.59"
357,0xe453D24F6A4077E5F9C90B779e01082b3736eD22,"1,000,033,743,182.708636797",0.0010,"$17,340.59"
358,0x08824D64F40e39F7797516fDF37580322b4895D2,"1,000,000,000,000",0.0010,"$17,340.00"
359,0x08824D64F40e39F7797516fDF37580322b4895D2,"1,000,000,000,000",0.0010,"$17,340.00"
360,0x86c83E04009f5976B0095309a0da574B68f23f60,"1,000,000,000,000",0.0010,"$17,340.00"
361,0x86c83E04009f5976B0095309a0da574B68f23f60,"1,000,000,000,000",0.0010,"$17,340.00"
362,0x9bC534fBa8b23758D5971236e5c7c32693007106,"996,627,162,409.93274449",0.0010,"$17,281.51"
363,0x9bC534fBa8b23758D5971236e5c7c32693007106,"996,627,162,409.93274449",0.0010,"$17,281.51"
364,0x64049ea1815A29de8988Fa176a5FDa680b546FdA,"979,745,922,704.62928751",0.0010,"$16,988.79"
365,0x64049ea1815A29de8988Fa176a5FDa680b546FdA,"979,745,922,704.62928751",0.0010,"$16,988.79"
366,0xF45Db10c1D0a5b840e720897260173E7FeC38AFE,"976,877,350,493.170713665",0.0010,"$16,939.05"
367,0xF45Db10c1D0a5b840e720897260173E7FeC38AFE,"976,877,350,493.170713665",0.0010,"$16,939.05"
368,0xC125d9E5095B5164aA4A535c352fD48788cCbd13,"969,314,601,856.478162022",0.0010,"$16,807.92"
369,0xC125d9E5095B5164aA4A535c352fD48788cCbd13,"969,314,601,856.478162022",0.0010,"$16,807.92"
370,0x4Dd158D94a73c28F534602aEf01f2F932AD73FBF,"967,543,512,739.733165462",0.0010,"$16,777.20"
371,0x4Dd158D94a73c28F534602aEf01f2F932AD73FBF,"967,543,512,739.733165462",0.0010,"$16,777.20"
372,0x79A8E29bAB95c606288B6eec1f0dD8FC7870a63D,"953,514,285,748.985213775",0.0010,"$16,533.94"
373,0x79A8E29bAB95c606288B6eec1f0dD8FC7870a63D,"953,514,285,748.985213775",0.0010,"$16,533.94"
374,0xf4c78dCB4b23dd33E58e5eAeFCDd5Fd2Ff1c06F6,"940,263,314,728.731872079",0.0009,"$16,304.17"
375,0xf4c78dCB4b23dd33E58e5eAeFCDd5Fd2Ff1c06F6,"940,263,314,728.731872079",0.0009,"$16,304.17"
376,0xFe17229e012e02d7f431CC98769C723D78c874df,"936,213,781,802.436891285",0.0009,"$16,233.95"
377,0xFe17229e012e02d7f431CC98769C723D78c874df,"936,213,781,802.436891285",0.0009,"$16,233.95"
378,0xf617a55be87dA4feAfD6022A7bDfc210601cfcd5,"915,686,128,728.513353999",0.0009,"$15,878.00"
379,0xf617a55be87dA4feAfD6022A7bDfc210601cfcd5,"915,686,128,728.513353999",0.0009,"$15,878.00"
380,0x3949E37E2B253CA925Bf9b8DbE03c58E4C458DBF,"915,131,278,258.268870872",0.0009,"$15,868.38"
381,0x3949E37E2B253CA925Bf9b8DbE03c58E4C458DBF,"915,131,278,258.268870872",0.0009,"$15,868.38"
382,0xFfd70efe43faF9B583FAF0F919651a43866112cE,"910,766,229,335.973983992",0.0009,"$15,792.69"
383,0xFfd70efe43faF9B583FAF0F919651a43866112cE,"910,766,229,335.973983992",0.0009,"$15,792.69"
384,0x26793c7089B96ca795D4AC31B90E2c84cED173D6,"906,823,289,516.88306739",0.0009,"$15,724.32"
385,0x26793c7089B96ca795D4AC31B90E2c84cED173D6,"906,823,289,516.88306739",0.0009,"$15,724.32"
386,0xc0ADa206aF7f12a744D70ad013f13215dD8EE023,"900,000,000,000.600122072",0.0009,"$15,606.00"
387,0xc0ADa206aF7f12a744D70ad013f13215dD8EE023,"900,000,000,000.600122072",0.0009,"$15,606.00"
388,0x83DC5AC76b9af721cB1185eF6B8ce391EB7D7527,"898,955,176,553.622796307",0.0009,"$15,587.88"
389,0x83DC5AC76b9af721cB1185eF6B8ce391EB7D7527,"898,955,176,553.622796307",0.0009,"$15,587.88"
390,0x566ddc77836106957347Efb7E70686ae4c3F17c6,"895,782,699,282.569590924",0.0009,"$15,532.87"
391,0x566ddc77836106957347Efb7E70686ae4c3F17c6,"895,782,699,282.569590924",0.0009,"$15,532.87"
392,0x95a7E82D38604d603411E382C58Ef0ae15EF81cA,"889,826,260,695.815526775",0.0009,"$15,429.59"
393,0x95a7E82D38604d603411E382C58Ef0ae15EF81cA,"889,826,260,695.815526775",0.0009,"$15,429.59"
394,0x4017F2BaAdF805b65540694873B58Ea7c2660f8D,"876,593,096,124.463604885",0.0009,"$15,200.12"
395,0x4017F2BaAdF805b65540694873B58Ea7c2660f8D,"876,593,096,124.463604885",0.0009,"$15,200.12"
