,address,quantity,percetages
844,0xAE8ECCef7647b0436163D3116a4Bf57D6D569D29,"68,687.436474666763783186",0.0069
845,0x73537BB65400D677BeD2d6aa07ea758D63EF71af,"68,667.388509547239563998",0.0069
846,0xD56b3A5db05B2c19d196457926949ac394F0e676,"68,399.737006045857454894",0.0068
847,0x7Ae115142c7AB586238C440fa5E05ca847A2f5c9,"68,297.636923836799189389",0.0068
848,0x4480b09502d0afB07bfb02c131240EF4d606d844,"68,039.164976161117744403",0.0068
849,0x5F2C1026B1DAeaB964A218753Dddac8a94801E12,"68,000",0.0068
850,0x79033C9e57eCD0315Cc552ADde2853dA899215C9,"67,590.613540800447817635",0.0068
851,0xfadA13403Bf73b501bAE8123C12b37e396911326,"67,439.957397801309838681",0.0067
852,0x8a0D02217ce156a25C1690a7D23C4FC1b030F111,"67,417.5228536410304854",0.0067
853,0xa5095260eA3056a1d68A3f488Ec15009854cCE65,"67,392.481446003008171236",0.0067
854,0x444f41e66f46043e6C39669f7E3F03b88505A781,"67,369.236213278738542381",0.0067
855,0x26FeC86F7E8d573860AfC0295971D74A7953c872,"67,158.724559854793881036",0.0067
856,0x93008e994a6ed096B23C07Bf530089563244bb79,"67,040.53329625887574104",0.0067
857,0x1a820B8FdC627481c5F100244f96a684517C84D9,"66,690.131137713918912216",0.0067
858,0xce5299f037938b24F25ba345677eD9D39085DD97,"66,506.038037979467324631",0.0067
859,0x025cA92e021677FD035c58b0Ccd8e699332a1DD8,"66,413.836807420928611026",0.0066
860,0x854DC71F4aF3324312B2c99E501592b7dd9D5a42,"66,366.233114700831152825",0.0066
861,0xdBFec0308fe9589d76699524f5c008B6B5C01AeD,"66,237.18840199507493127",0.0066
862,0x6914D161d0bFbA0ce75C9391E8dBcc6804C0E19b,"66,150",0.0066
863,0x6e74fe0dD9050Ea74865aB6d7c970B8A17DA75a6,"65,865.565355064254259354",0.0066
864,0x42840dB7B3cC04bbAd0887e74FB5C47dd5d2A553,"65,849.875716350692626306",0.0066
865,0x45743511809e026b44B68EE0c8Ab0709554dC7a4,"65,739.960788050750905989",0.0066
866,0x3c701Fbe293E933040C7B3010CfbF47807627A20,"65,423.756361574250713177",0.0065
867,0x73C34dDa6E18818c8fEe133eF3093ECD0E84056a,"65,348.586075472420353632",0.0065
868,0xa34807D9739D9991E478a257251D6F870cf17C5c,"65,128.105121264854249647",0.0065
869,0xa1287D2a40ABE6b2762f54c5D56fD209B0f0459d,"64,979.881139669729653312",0.0065
870,0xf27A03C158A8aD51ff70625ee8b4e1D94f4C349d,"64,498.820049656947421891",0.0064
871,0x02b28095aCE5120E20DcB322791353E00e972345,"64,448.737725406623793313",0.0064
872,0x197d8Fab9D5A4C026a56d01F529CAf023BA46df5,"64,235.018668041286282965",0.0064
873,0xDC8A63D230B512c8C547f0E2F36347b3D7c513A9,"63,854.727539020283162241",0.0064
874,0x0faC483c8021CD877E1DB3b51c26A96C472cc9cb,"63,817.857338993758049915",0.0064
875,0x67e27c9D3497df5BF0Ca15245ab465D2C8cB8C16,"63,661.212852858689210326",0.0064
876,0xe88c8f79dE2A172dEafAD7Fb7D23d84dfB01B9DC,"63,612.235109402260179591",0.0064
